,ind1,ind2,vina_score,Unnamed: 3,smiles,mol,carbonyl,carboxylic acid,primary amine,alcohol,ester,amide,acid halide,fluorine halide,chlorine halide,bromine halide,iodine halide,anhydride,ether,secondary amine,enamine,alene,vinyl,phenol,fluorine,chlorine,Bromine,Iodine
6408,6490,6490,-6.0,LOTUCAINE,CC1=CC=CC=C1OCC(CN2C(CCC2(C)C)(C)C)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6030>,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6409,6491,6491,-6.0,LULICONAZOLE,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6080>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
6410,6492,6492,-6.0,MANNOSULFAN,CS(=O)(=O)OCC(C(C(C(COS(=O)(=O)C)OS(=O)(=O)C)O)O)OS(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c60d0>,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6411,6493,6493,-6.0,MEBUTIZIDE,CCC(C)C(C)C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6120>,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0
6412,6494,6494,-6.0,MEDRYLAMINE,CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6170>,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6413,6495,6495,-6.0,MEFRUSIDE,CC1(CCCO1)CN(C)S(=O)(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c61c0>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
6414,6500,6500,-6.0,METICRANE,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6210>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6415,6501,6501,-6.0,METIZOLINE,CC1=C(C2=CC=CC=C2S1)CC3=NCCN3,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6260>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6416,6502,6502,-6.0,METOCINIUM,C[N+](C)(C)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c62b0>,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6417,6503,6503,-6.0,MIDAZOGREL,CCCCCC(C=CN1C=CN=C1)OCC2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6300>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
6418,6504,6504,-6.0,MIDESTEINE,CC(C(=O)NC1CCSC1=O)SC(=O)C2=CC=CS2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6350>,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6419,6505,6505,-6.0,MIRABEGRON,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c63a0>,1,0,1,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
6420,6506,6506,-6.0,MIVAZEROL,C1=CC(=C(C(=C1)C(=O)N)O)CC2=CN=CN2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c63f0>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6421,6507,6507,-6.0,MOBECARB,C1COCCN1CC(=O)OCC(=O)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6440>,2,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6422,6508,6508,-6.0,MORINAMIDE,C1COCCN1CNC(=O)C2=NC=CN=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6490>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6423,6509,6509,-6.0,NESBUVIR,CNC(=O)C1=C(OC2=CC(=C(C=C21)C3CC3)N(CCO)S(=O)(=O)C)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c64e0>,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6424,6510,6510,-6.0,NETILMICIN,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6530>,0,0,3,3,0,0,0,0,0,0,0,0,4,5,0,0,2,0,0,0,0,0
6425,6511,6511,-6.0,NICOFIBRATE,CC(C)(C(=O)OCC1=CN=CC=C1)OC2=CC=C(C=C2)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6580>,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
6426,6512,6512,-6.0,NOMELIDINE,CNCC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c65d0>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
6427,6513,6513,-6.0,NORBUDRINE,C1CC(C1)NCC(C2=CC(=C(C=C2)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6620>,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
6428,6514,6514,-6.0,NOSANTINE,CCCCCCC(C(C)O)N1C=NC2=C1N=CNC2=O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6670>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6429,6515,6515,-6.0,OCTAZAMIDE,C1C2COCC2CN1C(=O)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c66c0>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6430,6516,6516,-6.0,ORTHOTOLIDINE,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6710>,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
6431,6517,6517,-6.0,OXANTEL,CN1CCCN=C1C=CC2=CC(=CC=C2)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6760>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
6432,6518,6518,-6.0,OZOLINONE,CN1C(=CC(=O)O)SC(C1=O)N2CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c67b0>,2,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
6433,6519,6519,-6.0,PAMAQUINE NAPHTHOATE,CCN(CC)CCCC(C)NC1=C2C(=CC(=C1)OC)C=CC=N2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6800>,2,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0
6434,6520,6520,-6.0,PARCONAZOLE,C#CCOCC1COC(O1)(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6850>,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0
6435,6521,6521,-6.0,PARGOLOL,CC(C)(C)NCC(COC1=CC=CC=C1OCC#C)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c68a0>,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
6436,6522,6522,-6.0,PENTAQUINE,CC(C)NCCCCCNC1=C2C(=CC(=C1)OC)C=CC=N2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c68f0>,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
6437,6523,6523,-6.0,PENTIFYLLINE,CCCCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6940>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6438,6524,6524,-6.0,PERINDOPRIL,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6990>,3,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6439,6525,6525,-6.0,PHENAMPROMIDE,CCC(=O)N(C1=CC=CC=C1)C(C)CN2CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c69e0>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6440,6526,6526,-6.0,PHENANTHRENE,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6a30>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6441,6527,6527,-6.0,PHENIRAMINE,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6a80>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6442,6528,6528,-6.0,PIBROZELESIN,CC1=C(C2=C3C(CN(C3=CC(=C2N1)OC(=O)N4CCN(CC4)C)C(=O)C5=CC6=CC(=C(C(=C6N5)OC)OC)OC)CBr)C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6ad0>,3,0,0,0,0,2,3,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0
6443,6529,6529,-6.0,PINDOLOL,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6b20>,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6444,6530,6530,-6.0,PIPEROCAINE,CC1CCCCN1CCCOC(=O)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6b70>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6445,6531,6531,-6.0,PIPERONYL BUTOXIDE,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6bc0>,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
6446,6532,6532,-6.0,PIPERPHENIDOL,CC(C)C(C1=CC=CC=C1)C(CCN2CCCCC2)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6c10>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6447,6533,6533,-6.0,PIRBUTEROL,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6c60>,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
6448,6534,6534,-6.0,PIRIDICILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C4=CC=C(NC4=O)C5=CC=C(C=C5)S(=O)(=O)N(CCO)CCO)C(=O)O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6cb0>,4,1,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6449,6535,6535,-6.0,PLAZOMICIN,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CNCCO)N)N)NC(=O)C(CCN)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6d00>,1,0,3,5,0,1,1,0,0,0,0,0,4,5,0,0,2,0,0,0,0,0
6450,6536,6536,-6.0,PRANOSAL,CC1CCC(N1CCCOC(=O)C2=CC=CC=C2O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6d50>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
6451,6537,6537,-6.0,PRIBECAINE,COC1=CC=CC(=C1)C(=O)OCCCN2CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6da0>,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6452,6538,6538,-6.0,PROPAZOLAMIDE,CCC(=O)NC1=NN=C(S1)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6df0>,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6453,6539,6539,-6.0,PROPIVERINE,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6e40>,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6454,6540,6540,-6.0,PROSTALENE,CCCCCC(C)(C=CC1C(CC(C1CC=C=CCCC(=O)OC)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6e90>,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
6455,6541,6541,-6.0,PROTRIPTYLINE,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6ee0>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
6456,6542,6542,-6.0,PSILOCYBINE,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6f30>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6457,6543,6543,-6.0,PSORALEN,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c6f80>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6458,6544,6544,-6.0,PYRICARBATE,CNC(=O)OCC1=NC(=CC=C1)COC(=O)NC,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7030>,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6459,6545,6545,-6.0,RACEPHENICOL,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7080>,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
6460,6546,6546,-6.0,REPARIXIN,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c70d0>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6461,6547,6547,-6.0,RESORANTEL,C1=CC(=C(C(=C1)O)C(=O)NC2=CC=C(C=C2)Br)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7120>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0
6462,6548,6548,-6.0,RIMITEROL,C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7170>,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
6463,6549,6549,-6.0,RITIPENEM,CC(C1C2N(C1=O)C(=C(S2)COC(=O)N)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c71c0>,3,1,0,1,0,2,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
6464,6550,6550,-6.0,RONACTOLOL,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)OC)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7210>,1,0,0,1,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
6465,6551,6551,-6.0,ROSIPTOR,CC1(CCC(CC1CO)O)C2CCC3(C(C2CN)CCC3=C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7260>,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
6466,6552,6552,-6.0,SABARUBICIN,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3CC(CC4=C3C(=C5C(=C4O)C(=O)C6=CC=CC=C6C5=O)O)(C(=O)CO)O)C)N)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c72b0>,3,0,1,4,3,0,3,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0
6467,6553,6553,-6.0,SAFIRONIL,COCCCNC(=O)C1=CC(=NC=C1)C(=O)NCCCOC,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7300>,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6468,6554,6554,-6.0,SALCAPROZIC ACID,C1=CC=C(C(=C1)C(=O)NCCCCCCCC(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7350>,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6469,6555,6555,-6.0,SANFETRINEM,CC(C1C2C3CCCC(C3=C(N2C1=O)C(=O)O)OC)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c73a0>,2,1,0,1,0,1,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
6470,6556,6556,-6.0,SCOPOLAMINE,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c73f0>,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6471,6557,6557,-6.0,SECLAZONE,C1CON2C1OC3=C(C2=O)C=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7440>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6472,6558,6558,-6.0,SEPRILOSE,CCCCCCCOC1C2C(OC1C(CO)O)OC(O2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7490>,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
6473,6559,6559,-6.0,SEVOPRAMIDE,CCCN(CCC)C(=O)C(CC1=CC=C(C=C1)OCCCN(CC)CC)NC(=O)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c74e0>,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6474,6560,6560,-6.0,SIALIC ACID,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7530>,2,1,0,5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6475,6561,6561,-6.0,SODIUM CITRATE,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7580>,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6476,6562,6562,-6.0,SOPROMIDINE,CC1=C(N=CN1)CSCCN=C(N)NC(C)CC2=CN=CN2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c75d0>,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6477,6563,6563,-6.0,SQ109,CC(=CCCC(=CCNCCNC1C2CC3CC(C2)CC1C3)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7620>,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
6478,6564,6564,-6.0,SULFADOXINE,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7670>,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
6479,6565,6565,-6.0,SULTHIAME,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c76c0>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6480,6566,6566,-6.0,TABILAUTIDE,CCCCCCCCCCCC(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCC(C(=O)N)N)C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7710>,6,2,1,0,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6481,6567,6567,-6.0,TECALCET,CC(C1=CC(=CC=C1)OC)NCCCC2=CC=CC=C2Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7760>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
6482,6568,6568,-6.0,TEGAFUR,C1CC(OC1)N2C=C(C(=O)NC2=O)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c77b0>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6483,6569,6569,-6.0,TENOSAL,C1=CC=C(C(=C1)C(=O)O)OC(=O)C2=CC=CS2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7800>,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6484,6570,6570,-6.0,TENOSIPROL,C1C(CNC1C(=O)O)OC(=O)C2=CC=CS2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7850>,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6485,6571,6571,-6.0,TERTATOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1SCCC2)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c78a0>,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6486,6572,6572,-6.0,TETRAC,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c78f0>,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4
6487,6573,6573,-6.0,TETRAHYDROURIDINE,C1CN(C(=O)NC1O)C2C(C(C(O2)CO)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7940>,1,0,0,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6488,6574,6574,-6.0,THIAMBUTOSINE,CCCCOC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7990>,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0
6489,6575,6575,-6.0,TIBENZATE,C1=CC=C(C=C1)CSC(=O)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c79e0>,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6490,6576,6576,-6.0,TICLOPIDINE,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7a30>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6491,6577,6577,-6.0,TIMEPIDIUM,C[N+]1(CC(CC(=C(C2=CC=CS2)C3=CC=CS3)C1)OC)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7a80>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
6492,6578,6578,-6.0,TINORIDINE,CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7ad0>,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6493,6579,6579,-6.0,TIROPRAMIDE,CCCN(CCC)C(=O)C(CC1=CC=C(C=C1)OCCN(CC)CC)NC(=O)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7b20>,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6494,6580,6580,-6.0,TIZANIDINE,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7b70>,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
6495,6581,6581,-6.0,TODRALAZINE,CCOC(=O)NNC1=NN=CC2=CC=CC=C21,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7bc0>,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6496,6582,6582,-6.0,TOSULUR,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)OCCOC,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7c10>,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6497,6583,6583,-6.0,TRIAFUNGIN,C1=CC=C(C=C1)CC2=NC3=C(C=CN=C3)N=N2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7c60>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6498,6584,6584,-6.0,TRICETAMIDE,CCN(CC)C(=O)CNC(=O)C1=CC(=C(C(=C1)OC)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7cb0>,2,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6499,6585,6585,-6.0,TRICLOSAN,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7d00>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0
6500,6586,6586,-6.0,TRYPTOPHAN,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7d50>,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6501,6587,6587,-6.0,VERDIPERSTAT,CC(C)OCCN1C2=C(C(=O)NC1=S)NC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7da0>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6502,6588,6588,-6.0,VGX-1027,C1C(ON=C1C2=CC=CC=C2)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7df0>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,6589,6589,-6.0,VINBARBITAL,CCC=C(C)C1(C(=O)NC(=O)NC1=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7e40>,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6504,6590,6590,-6.0,VOLAZOCINE,CC1C2CC3=CC=CC=C3C1(CCN2CC4CC4)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a1c7e90>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
